X397_Dendritic.cells	X261_NK.cells	X607_T.cells	X501_T.cells	X383_Dendritic.cells	X331_Dendritic.cells	X1396_T.cells	X1446_Dendritic.cells	X669_NK.cells	X1129_NK.cells	X766_T.cells	X685_NK.cells	X1433_NK.cells	X349_Dendritic.cells	X1438_NK.cells	X138_T.cells	X285_NK.cells	X297_NK.cells	X123_NK.cells	X380_Dendritic.cells	X128_T.cells	X279_NK.cells	X1239_Dendritic.cells	X698_NK.cells	X65_Dendritic.cells	X378_Dendritic.cells	X1313_Dendritic.cells	X730_NK.cells	X67_Dendritic.cells	X675_NK.cells	X1268_Dendritic.cells	X1481_NK.cells	X870_T.cells	X355_Dendritic.cells	X72_Dendritic.cells	X12_NK.cells	X719_NK.cells	X655_NK.cells	X723_NK.cells	X654_NK.cells	X1418_T.cells	X1412_T.cells	X691_NK.cells	X207_T.cells	X20_Dendritic.cells	X413_Dendritic.cells	X681_NK.cells	X251_NK.cells	X871_T.cells	X663_NK.cells	X1201_Dendritic.cells	X1262_Dendritic.cells	X468_Dendritic.cells	X217_T.cells	X1212_Dendritic.cells	X293_NK.cells	X411_Dendritic.cells	X593_T.cells	X426_Dendritic.cells	X347_Dendritic.cells	X283_NK.cells	X768_T.cells	X1217_Dendritic.cells	X632_T.cells	X455_Dendritic.cells	X439_Dendritic.cells	X456_Dendritic.cells	X263_NK.cells	X1296_Dendritic.cells	X412_Dendritic.cells	X1247_Dendritic.cells	X187_T.cells	X665_NK.cells	X306_NK.cells	X1228_Dendritic.cells	X1225_Dendritic.cells	X296_NK.cells	X294_NK.cells	X718_NK.cells	X373_Dendritic.cells	X613_NK.cells	X302_Dendritic.cells	X674_NK.cells	X850_T.cells	X422_Dendritic.cells	X736_NK.cells	X1216_Dendritic.cells	X1055_NK.cells	X474_Dendritic.cells	X1309_NK.cells	X386_Dendritic.cells	X1331_T.cells	X913_NK.cells	X1213_Dendritic.cells	X706_NK.cells	X679_NK.cells	X449_Dendritic.cells	X1379_T.cells	X1378_T.cells	X1303_Dendritic.cells	X245_Dendritic.cells	X1366_T.cells	X362_Dendritic.cells	X678_NK.cells	X1449_NK.cells	X312_NK.cells	X1435_Dendritic.cells	X1361_T.cells	X358_Dendritic.cells	X28_T.cells	X141_T.cells	X250_NK.cells	X227_NK.cells	X326_Dendritic.cells	X230_NK.cells	X1324_Dendritic.cells	X385_Dendritic.cells	X1437_NK.cells	X428_Dendritic.cells	X105_T.cells	X1223_Dendritic.cells	X838_T.cells	X695_NK.cells	X1436_Dendritic.cells	X1386_T.cells	X239_NK.cells	X391_Dendritic.cells	X13_Dendritic.cells	X368_NK.cells	X687_NK.cells	X708_NK.cells	X1329_T.cells	X260_NK.cells	X1248_Dendritic.cells	X275_NK.cells	X418_NK.cells	X595_T.cells	X811_T.cells	X1294_Dendritic.cells	X647_NK.cells	X605_T.cells	X1447_NK.cells	X337_NK.cells	X733_NK.cells	X661_NK.cells	X538_T.cells	X327_Dendritic.cells	X36_T.cells	X1320_Dendritic.cells	X216_T.cells	X82_Dendritic.cells	X1205_Dendritic.cells	X712_NK.cells	X357_Dendritic.cells	X1300_Dendritic.cells	X845_T.cells	X336_Dendritic.cells	X726_NK.cells	X1282_Dendritic.cells	X107_T.cells	X1066_NK.cells	X1226_Dendritic.cells	X22_NK.cells	X177_T.cells	X1348_T.cells	X206_T.cells	X237_NK.cells	X1221_Dendritic.cells	X495_T.cells	X701_NK.cells	X877_T.cells	X1417_T.cells	X1427_Dendritic.cells	X1288_Dendritic.cells	X1258_Dendritic.cells	X314_NK.cells	X690_NK.cells	X916_NK.cells	X328_Dendritic.cells	X91_Dendritic.cells	X725_NK.cells	X590_T.cells	X1439_NK.cells	X1469_NK.cells	X541_T.cells	X333_Dendritic.cells	X142_T.cells	X1424_T.cells	X648_NK.cells	X857_T.cells	X756_T.cells	X147_T.cells	X354_Dendritic.cells	X241_NK.cells	X752_T.cells	X259_NK.cells	X540_T.cells	X1002_NK.cells	X252_NK.cells	X266_NK.cells
LY96	4.728190968	0	0	0	7.591472834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.492101476	0	0	8.983762806	0	0	0	0	6.139453612	0	0	7.041628093	3.894151175	0	0	0	0	0	0	0	0	0	0	3.543666825	0	0	0	0	0	8.705177483	8.25881343	0	10.49300778	0	0	0	0	5.736872003	0	6.184777475	0	0	9.289330123	5.696760858	0	0	7.261262583	0	0	0	0	0	3.594816592	6.921659411	0	0	0	3.837018464	0	0	0	0	6.664471171	0	7.930019374	0	0	0	7.088124556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.536185277	0	0	0	0	0	0	0	7.44647431	8.334390696	9.13289311	7.753167534	0	9.600797515	0	0	0	0	0	6.636216519	0	4.138839631	0	0	0	0	7.506283754	0	0	0	0	7.375737857	0	0	0	0	0	0	0	0	0	7.333659148	0	0	0	0	6.859926626	7.326058689	0	0	0	0	0	0	8.117617991	6.834776596	0	0	0	0	7.922639379	0	0	0	0	0	0	9.474140523	0	0	0	5.46751286	0	0	0	0	0	0	6.764137215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL7	0	0	0	0	7.39683855	0	0	0	0	0	11.01082235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.808318163	0	5.644337162	0	3.204244945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.330034801	0	0	0	0	0	0	0	0	0	0	0	3.154030583	0	6.540015223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.224072954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.131400109	0	0	0	0	0	0	0	0	0	0	0	7.082768171	0	0	0	4.392069442	0	6.434306159	0	9.194336406	0	0	0	0	0	0	0	7.877534015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTDSS1	6.251158509	0	2.09480921	1.817305838	0	0	0	2.326624559	0	0	0	0	0	7.190265593	0	0	0	0	0	0	0	6.789352965	8.258005282	9.283824739	0	5.001102233	3.400153205	0	0	8.750245955	0	0	8.048405522	1.795013133	0	1.056401929	6.391817836	0	8.906726105	0	0	0	0	0	4.664188534	6.860645676	0	9.670026963	2.64628737	0	0	6.969114525	0	0	2.468522154	0	5.100722308	0	7.744700532	0	0	9.168540772	7.300071355	0	0	7.970788393	2.679289512	0	7.584285928	8.531825507	0	2.556246778	0	0	8.657632219	6.896295994	2.735062577	0	0	2.092316675	0	10.0584465	1.932046034	9.575197233	0	0	3.47944396	10.24950757	1.631026011	1.428852907	9.598089179	7.404955723	0	4.696449826	7.41554026	2.072946674	8.141241493	0	0	6.368059072	0	0	0	0	7.933591325	0	5.196740912	1.458746305	9.316554392	1.580372714	0	0	0	0	0	1.553913035	0	8.55733763	4.034142747	0	0	0	0	0	0	2.850178419	8.344669176	4.372452141	5.237630126	9.772680818	9.975062016	8.046867113	10.01464825	6.310471113	0	0	0	0	7.689491396	7.800142547	9.47456854	0	0	0	10.08326608	1.983662004	6.671796891	0	5.476278556	1.555542791	0	0	0	6.625062893	4.938748805	0	0	0	7.327039187	0	8.556926757	6.782809973	0	0	0	10.45446244	0	5.63660659	6.725746821	0	0	9.345020119	3.469874784	0	8.677867283	0	0	0	7.848191034	9.269256996	6.50878537	9.255300719	0	1.300829359	10.13089176	0	0	0	0	0	0	1.848683005	7.624058996	2.782280014	6.851104372	6.511102943	7.333784832	0	0	0
SDC2	8.434908536	0	0	0	4.090729253	0	0	0	0	0	0	0	0	2.089749374	0	0	0	0	0	9.264292012	0	0	0	0	9.918755414	0	0	0	0	2.505120572	3.027493821	0	0	0	0	0	0	0	0	0	0	0	0	0	5.421995157	0	0	0	0	0	0	0	8.219843001	0	0	0	0	0	0	7.657170994	0	0	0	1.638800909	0	4.744581512	0	0	0	0	0	0	0	0	5.640743987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.630289408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.919931688	0	0	0	0	4.715005962	0	0	0	0	0	0	0	8.356209277	0	6.376847861	0	1.742237073	0	0	0	0	3.079331614	0	0	0	2.543755779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.401241044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.833977526	0	0	0	0	0	2.018897803	0	0	0	0	0	0	8.260509249	0	0	0	0	0	0	6.604508624	0	0	0	0	0	0	0
JAK2	5.891649124	0	0	7.532769832	0	0	0	0	0	6.242678289	0	0	0	0	0	0	2.195677795	7.683433639	0	0	0	0	0.876298765	9.847032162	0	7.345991853	4.417960784	3.28802924	4.700308101	4.395498855	4.360608482	0	0	3.794306424	0	1.016600743	0	0	0	0	0.947746145	1.17023005	0	0	4.022206432	7.538029332	0	0	0	0	0	0	4.100028144	0	6.870627949	0	0	0	0	8.225854497	4.607236258	0	6.261296538	0	7.481380056	5.068507741	0	1.163812466	5.502686849	2.396559579	6.823837598	0	0	0	1.839643937	0	0	0	0	0	0	0	2.939399847	0	1.116884625	0	5.962014084	0	8.782069839	4.501372867	7.813554353	0	0	0	0	6.32234043	0	0.913095533	0	4.474163402	0	0	0	0	0	5.112764314	6.870544209	0	0	0	0	0	0	0	0	6.368799769	0	0.66675631	1.624060849	0	6.01805486	0	1.185514044	3.014568473	0	6.10185426	1.10157493	6.627387684	1.552667794	0	0	0	2.024978069	6.617012681	0	0	0	0	6.266522551	0	0	0.99198105	8.724001386	0	0	4.786636255	3.439329234	0	5.296111003	0	0	0	0	7.432701847	6.962375426	0.994136692	1.173644941	0	5.06181781	0	0	5.015985953	5.183588398	0	0	0	4.621046798	7.175963908	0	0	0	0	5.520187222	1.316455494	5.498972841	1.414282059	1.372594781	0	4.915939711	0	0	0	0	7.545786434	0	0	0	0	0	7.401074519	0	0	1.70846746	0	0	0	0	8.584396155	0	0
CD274	0	3.548929873	0	1.440832279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.621017949	0	0	0	0	0	0	0	0	0	6.95947697	0	0	1.609320544	0	0	0	0	0	0	0	0	0	7.577816173	0	1.566600097	6.604589271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.474365925	0	2.020738975	9.087529485	0	0	4.467844541	0	0	4.802444267	0	0	0	1.328923026	0	4.027124426	0	0	0	0	0	0	0	0	0	0	6.440978764	0	1.668531745	0	0	0	0	0	0	0	3.125299152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.29503068	0	0	0	0	0	0	0	0	0	0	0	4.613972463	0	0	8.055747006	0	0	0	0	0	0	0	0	0	2.903484258	0	0	0	0	0	0	5.960530494	0	0	0	0	0	0	0	6.897724826	0	0	0	0	6.425454847	0	0	0	0	0	0	7.088827782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.048190322	0	0	0	0
IL11RA	0	0	0	0	0	0	0	0	0	0	0	1.169489688	0	0	0	0	0	0	0	0	0	0	0	8.609025305	0	0	0	0	0	7.082904219	5.050781072	0	0	0	0	0	8.258925888	0	0	0	0	0	0	0	5.880270153	0	2.336463988	0	0	0	0	0	0	0	0	0	0	0	0	2.317784369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.990514467	0	0	0	0	7.162085222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.772950047	8.169232428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.50371931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57286222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD72	7.159241935	5.798225295	0	0	2.150789456	0	0	4.357605866	8.885178579	2.315567023	0	0	0	0	0	0	0	0	0	0	0	0	7.146600552	9.932693995	2.836145766	8.518970885	0	6.435841719	0	0	7.089205331	0	0	7.749360295	0	0	0	0	0	8.953849852	0	0	0	0	8.02141369	0	0	0	0	2.676190416	7.026724874	6.739486425	9.007894318	0	9.270311686	0	5.720190443	0	6.454153455	0	2.744821807	0	4.665830514	6.658247062	0	0	0	0	7.906147947	2.856903289	0	0	0	0	8.216317444	7.636655863	0	0	0	8.976302629	0	7.290645183	0	8.015935438	0	0	6.193561933	0	7.666848968	0	0	0	0	0	0	0	9.15992543	7.558108012	0	0	2.728518733	0	0	0	0	0	0	0	0	0	0	0	0	0	10.13384722	6.54941749	0	0	0	0	7.490375939	0	0	0	0	0	7.548513771	4.189061449	0	0	0	0	0	0	0	5.871683301	0	0	8.592360447	0	0	0	0	0	0	0	7.541964986	0	7.326849559	0	0	0	0	0	7.697813861	0	2.225577575	0	0	0	0	5.890266097	0	0	0	0	0	0	0	0	0	0	6.176233628	7.284763621	5.170888645	10.75410247	0	5.723869132	8.17896131	0	0	0	7.792897269	0	0	8.179726308	0	0	0	0	0	4.810923267	8.516715092	0	0	4.450034546	0	0	9.805279479	1.307378181
ANXA1	0	11.16910295	12.02052854	12.43412827	7.766046833	5.069946574	12.38044725	6.207669388	13.25599606	9.951341935	0	10.82806538	2.140364623	2.618852081	10.80151662	11.50772794	11.15068211	6.674771286	13.70783939	8.70209183	12.63075828	2.288743527	10.01063244	11.82024747	9.163816175	10.03540605	10.19818536	10.03244419	5.760473017	12.15992131	7.284695983	6.897034403	2.732438696	7.778754587	10.55485863	7.791210402	12.76634221	3.963247994	8.989171061	3.589565689	12.01865281	11.48968635	8.878393367	12.55020594	1.572276453	8.445403475	10.09413167	9.740629783	2.800840224	11.41263377	8.560957836	9.430469952	8.241413057	3.97037935	9.2359352	13.08782578	8.367957313	10.51265159	8.801008849	8.97752386	11.74759115	2.32148914	7.52912259	11.3358425	7.695682518	9.207067393	7.269785623	11.22417182	9.673201943	2.610499072	0	10.51492836	3.84434911	2.179123702	9.377113988	9.184241033	12.47056594	12.71210848	0	2.233768055	10.27731358	10.35698624	11.58313565	0	8.764268083	3.518900718	8.951057129	10.55990047	9.551834598	3.406036564	10.08087664	10.08832035	9.781581624	7.290530809	2.130390517	10.62603984	10.49705613	9.846874619	12.09785522	9.120191603	0	12.40015045	4.355823147	13.42746786	5.583830551	1.916332196	10.4236567	10.63858723	2.426942565	0	11.20183353	10.17881167	12.74470833	10.5053922	11.33718875	10.3628277	10.17260727	0	9.659708829	11.02848352	9.221329554	5.931158324	11.67621516	10.15883109	10.4933515	9.41897116	0	8.099344765	0	10.3965865	10.1046193	11.81778966	11.22510478	9.872755852	10.81815078	6.817519086	12.15986406	2.383076372	9.946096058	9.123821806	12.87559042	10.11847662	3.440348084	10.4918972	0	12.37855122	9.1211772	0	9.043423393	11.63210034	3.355210277	8.858862737	9.340781188	9.523833727	10.00615987	9.369190583	0	10.89732539	8.020314699	11.54605188	9.39029167	8.71100583	2.110680235	2.86019107	11.33063627	10.40923264	10.79505698	6.672429134	12.96959068	11.25381077	3.374766909	10.35212518	10.41627453	8.721711137	2.16093985	10.4682675	7.63597253	10.33807491	10.81301095	3.220476404	9.965424214	10.18755578	12.94408548	11.51034425	9.096413323	9.484299057	4.267659599	13.6963228	3.406622821	9.582320771	8.187982123	9.963934157	5.286133569	9.10675505	3.038064743	2.036140893	6.984964019	9.306676668	9.86244239	11.38352229
SEMA4D	0	7.770791864	8.279745485	7.656526461	0	0	8.249160906	0	6.878440629	0	0	6.722844145	2.90731901	2.561891977	7.295889516	0	0	0	0	1.557030164	6.823953147	0	7.209072519	0	0	5.5034375	0	4.274722105	0	7.711983769	0	5.571601066	1.48279981	2.941580851	0	0	0	4.451794012	5.201060388	4.771876742	3.886486831	8.736546533	0	0	0	4.380909006	7.598462106	0	0	4.92788519	6.203683901	3.11454299	0	0	0	8.678927843	0	4.666484335	0	0	0	4.457773854	5.056435417	5.510155378	0	6.298946276	6.917781744	1.272972233	1.597100601	0	0	0	0	0	1.980159694	2.661263726	0	0	0	3.011621883	0	0	0	7.888069654	0	3.084799471	1.246967021	3.797424249	0	0	3.99608785	5.775629046	5.471508006	4.341122721	0	4.447901258	0	5.503717872	4.612243537	2.413703146	0	5.691784736	2.496647587	5.410575283	3.154495568	1.216089375	0	5.331445644	0	0	0	8.373772005	2.021437114	0	0	0	0	0	1.130284508	3.931444251	0	0	0	6.050267429	7.738579784	0	0	0	0	1.362068951	0	4.719230927	5.790191493	0	1.622240762	6.034187381	0	0	5.008956907	0	0	2.463938814	0	1.165563747	0	5.239254074	1.382137703	0	0	3.060982893	0	8.60580265	0	1.25771187	0	4.564010595	0	0	0	0	7.17145158	0.976571499	1.574549555	8.473964234	0	0	7.555578762	4.357225051	0	0	3.229726589	0	5.823458451	6.245911876	0	4.973924053	9.646395449	0	6.556138144	0	0	0	0	8.627125604	1.259043563	3.397912075	0	5.468918393	0	7.097104677	0	0	0	0	6.47125234	1.98479227	7.993887403	5.814501093	8.055454431	0
PTCH1	0	1.153906952	0	0	0	0	0	0	0	0	0	7.232847775	0.55307915	0	0.780755095	0	0	0	0	0	0	6.582186847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64440674	7.506845503	1.006217687	0	6.877283958	6.572273121	0	0	0	0	0.956602579	0	0	0	0	0	0	0	0	3.152873342	0	0	0	2.886163686	0	0	0	0	0.571151718	1.422864791	0	0	0	0	0	0	0	0	0	0	9.24617171	0	0	6.628800723	0	6.538542468	0	0	0	0	0	0	0	0	0	0	0	5.506298967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.533996343	0	0.675730863	0	0	0	0	8.218924895	1.379132895	7.610466279	0	0	4.885925226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.769899082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936813496	0	0	0	0	0	0
TGFBR1	0	0	1.17828676	0	0	5.025115715	0	3.902545289	1.119275832	0	0	2.502325916	0	0	0	6.827575883	0	0	0	3.219736191	0	1.215615118	0	7.527800157	5.707924856	0	0	0	0	0	2.698498196	0	0	0	1.210993855	0	0	7.365581298	0	0	0	0	0	0	0	5.337190663	0	0	0	0	0	0	4.904419857	0	0	7.461467015	0	0	5.953612548	0	0	0	0	0	2.429669077	0	1.626122546	0	3.040155714	0	0	0	8.201136064	0	4.769261478	6.052318235	0	0	0	1.176470837	0	6.134821303	0	0	7.296339061	0	0	0	0	0	0	0.722842574	0	0	0	0	0	0	0	5.384321618	0	0	0	0	0	5.276681868	0	0.744251363	6.023488383	0	6.536710771	0	4.644820112	0	8.633394972	0	4.478100448	0	8.058273127	4.415925373	0	0	0	6.492215272	0	6.859150098	0	0	0	4.616671421	0	0	0	2.331690805	0	0	0	0	5.926680278	4.885259456	0	3.179190774	7.774651027	0	4.876178478	0	0	0	0	0	0	0	0	0	0	0	7.712511573	0	4.446326099	0	7.615953644	3.819712582	0	0	0	1.26884697	0	0	0	0	0	0	0	1.777817579	0	8.894576826	0	7.890495966	5.305473704	0	0	0	0	0	0	0	2.038070426	0	2.093621544	0	7.272151062	0	2.710271049	0	0	1.637231121	0	0	0	0
ABCA1	0	0	0	0	0	0	0	5.652971996	0	0	0	0	0	0	0	0	0	0	0	7.70150357	0	0	2.693087631	0.710898406	0	4.691166097	5.291628422	0	0	0	5.3759786	0	0	2.180724143	0.491658887	0	0	0	0	8.153695681	0	0	0	0	1.714266614	0	0	0	0	1.512657054	5.062478991	0	2.260757409	0	4.752184611	0	3.333107233	0	6.079495963	5.831022019	0	0	6.846024702	0	2.958762787	0	7.451128439	0	5.483292215	2.077177707	0	0	0	0	3.870716342	0	0	0	0	0	0	0	0	0	2.782774622	0	0	0	0	0	0	0	4.951511024	0.277714824	0	0	0	0	0	0.466221305	0	0	3.731001008	0	0	0	0	0	0	0	0	0	0	4.874323629	0	0	5.368625592	0	5.087903781	0	0	0	0	1.475998533	0	5.618480352	6.552150756	5.38081449	0	0	0	0	0	3.083053593	0	0	0	0	5.429810749	0	0	0	6.239562371	0	0	0	4.838485779	0	5.506763578	0	2.770024369	1.251557059	0	5.394879272	1.431788101	0	0	0	0	0	6.246263786	5.134158048	0.431611508	0	0	0	0	0	0	0	5.437946626	0	3.11948193	5.451385735	0	0	0	0	0	7.225306718	0	0	0	0	0	6.240856936	0	0	0	0	0	0	5.994977273	0.766309688	0	0	4.662501627	0	0	0
TNFSF8	0	0	0	8.771754558	1.401455874	0	7.297310511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.313859745	0	0	0	3.815606109	0	8.944581171	1.905334692	0	0	0	0	7.644965841	0	0	0	0	8.771748439	0	8.728133608	0	0	5.101132907	0	0	0	0	0	10.27425111	0	0	0	6.285021877	0	8.166353221	0	0	0	1.450490442	6.304674158	0	0	0	6.502360552	0	0	0	0	0	0	2.411796732	0	0	0	0	0	0	0	0	0	0	0	6.883779671	0	0	0	0	0	0	3.340728136	1.041975803	0	7.858119842	0	0	5.250492659	0	0	6.475216838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38275206	0	0	3.412000541	0	0	0	0	1.652764338	0	0	0	0	0	0	0	0	0	0	0	9.900127745	6.538038801	0	0	0	1.191394537	0	0	0	0	0	0	0	0	0	0	0	0	8.087877541	0	4.815947188	1.772700331	1.555847861	0	8.734855044	0	0	0	0	4.303124686	0	0	0	0	0	0	0	0	0	0	8.870554352	1.298064627	0	2.868835767	0	0	0	7.098511768	0	0	0	8.429553801	4.704999195	6.392228522	0	0
TLR4	0	0	0	0	7.147023006	0	0	0	0	5.110002698	0	0	0	5.400160728	0	0	0	0	0	8.060233582	0	0	0	0	8.528052203	0	0	0	8.678820264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96019264	0	7.378057185	0	0	0	0	0	0	0	0	0	0	0	0	6.840970663	0	0	6.208730665	0	0	0	0	0	0	0	0	0	0	4.37815527	0	3.716248503	0	0	0	0	4.832251684	0	0	0	0	0	0	0	0	0	2.320568755	0	0	0	0	0	2.238037854	0	0	0	0	0	0	0	0	0	0	5.30741341	0	0	5.82593128	0	0	0	0	0	0	0	0	0	0	6.233573237	0	0	0	0	0	0	0	2.952094297	0	0	0	0	0	0	1.526693687	0	0	0	0	0	0	0	8.508094412	6.680947965	0	7.987604086	0	0	0	0	0	0	0	0	0.707996485	0	0	0	0	0	0	0	0	0	0	5.34044941	0	0	0	0	5.663578685	2.062353091	0	0	0	0.708402276	0	6.887927362	0	0	0	0	0	0	1.619897794	0	0	0	0	8.719060405	0	0
C5	1.542904959	3.325690558	0	1.108880527	0	0	0	5.497403358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.564615259	0	0	5.40167681	1.032226366	0	0	0	0	0	0	0	0	0	0	0	0.786160799	0	0	0	0	0	2.422759731	0	0	0	0	0	5.34137315	0	0	0	0	0	0	0	0	0	0	0	0	4.251265664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153463924	0	0	0	0	0	0	5.967891018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917464637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.960868647	0	0	0	0	0	0	0	6.856453416	0	0	0	0	0	0	1.007288919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENG	0	0	1.831594701	0	7.126415228	0	0	0	0	7.477419537	0	0	0	0	0	8.583073728	0	0	0	8.109704431	0	0	5.68256029	0	0	0	0	0	1.71935986	1.184584844	5.610122879	5.519641569	0	0	3.168857818	0	1.391004108	7.148776374	0	0	0	0	0	0	0	0	0	0	6.483402756	2.823864487	2.844648699	0	7.298462765	0	0	0	8.806526804	0	0	0	0	0	0	0	0	6.31823135	0	0	3.290531872	0	0	0	0	0	0	0	0	0	0	0	0	0	2.701992717	0	0	0	0	0	0	0	0	0	0	0	0	3.75971341	8.146217232	7.294684594	0	0	0	0	4.402017149	0	0	0	0	0	0	0	0	5.294658078	0	1.732786962	0	0	0	0	7.942333429	0	6.021489805	0	0	0	0	0	0	0.74024106	7.298566646	0	0	0	8.648931505	5.370091997	0	0	0	0	6.477374869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40179825	0	2.363675257	0	0	0	8.105486677	6.360271881	0	1.659208425	0	0	0	7.374805101	0	0	0	0	0	4.810975833	0	0	0	0	0	0	0	0	0	0	0	8.126537912	0	0	0	0	0	0	2.726219581	0	0	2.665834159	0	0	1.993480172	0
NOTCH1	0	0	0	0	0	0	0	0	0	0.825777522	0	0	0	0	0	0	0	6.399866287	0	0	0.846993715	0	0	0	0	0	0	0	0	6.580320639	0	0	0	0	0	0	0	2.158994857	0	0	0	0	0	0	0	0	0	0.859834978	0	0	0	0	0	0	0	0	0.513346847	0	0	0	2.708718532	0.963027761	0	0	0	0	0	0	0	0	0.444353772	0	0	7.507639961	0.793481701	0	0	8.614737991	0	0	3.971914362	0	0	0	0	0	0	0	0	0	0	0	0	0	7.356123289	0	0	0	0	0.896890521	4.514570166	0	0	1.340206315	0	7.580406278	0	0	0	0	0	2.570417538	0	0	0	0	0	0	0	0	0	0	1.666252389	0	0	0	0	0	1.069984904	6.468924866	0	0	2.829679886	0	0	0	0	1.000835522	0	2.208716413	0	0	0	0	0	0	4.817451338	0	0	0	0	0	3.951216407	0.759294321	0	0	0	0	0	0	0	3.20032298	0	3.602856986	0	0	0	0	0	0	0	0	0.625822149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.435545993	0	0	6.946651771	0	7.175925796	0	0	7.114866022	6.569002291
TRAF2	0	7.222928686	0	0	0	0	0	0	9.019458526	0	0	2.057164433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.189895783	0	0	0	0	7.326845981	0	1.841879209	0	1.090732975	0	0	0	0	0	0	0	2.00798823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.609894888	8.345939684	0	0	0	0	0	0	0	0	0	0	0	1.765990108	0	0	0	1.622771483	0	7.726069161	0	0	0	0	0	0	7.009956939	0	0	0	0	0	7.084411347	6.542688121	0	7.271813991	0	8.555013055	0	0	0	0	4.624739329	0	0	0	0	0	0	0	0	0	0	0	1.661627319	0	0	0.923594214	0	0	0	0	7.875933658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.673832185	0	0	0	0	1.795726641	6.916318577	2.832273487	7.784173129	9.573243862	0	0	0	0	2.490428852	0	0	0	0	0	0	0	0	0	0	0	0	0	0.820321577	0	0	8.601293151	0	9.126859563	0	0	0	0	0	0	0	0	8.727124316	0	1.689301631
